id,ano_base,tipo_normalizado,tipo,titulo,resumo,autoria,orientacao,ies,nome_programa,area,regiao,uf,idioma,confianca,origem,justificativa,lote
11,2001,Dissertação,Mestrado,A Petition of Right e o Rule of Law.,"A presente pesquisa visa a reconstrução do contexto genético e da contribuição específica da Petition  of Right, para configuração do repertório de estruturas e do patrimônio semântico, que conferem identidade ao Estado de direito moderno. A inspiração deste trabalho nasceu de algumas questões simples acerca da Petition of Right que a literatura de direito constitucional, de modo geral não esclarece. Afinal, o que foi a Petition fo Right? Um estatuto, um ato declaratório, ou uma carta de direitos? Qual o sentido da reafirmação dos direitos encerrados nela? Por que Charles, rei da Inglaterra, não mediu esforços para sabotar a sua elaboração e a sua aplicação? E por que os maiores juristas ingleses da primeira metade do século XVII, Coke e Selden, tiveram seus nomes indissocialvemente ligados a ela? Como se procedeu à sua elaboração? Qual foi o legado da Petition of Right para a história constitucional moderna?",Herman Nébias Barreto,MENELICK DE CARVALHO NETTO,UNIVERSIDADE FEDERAL DE MINAS GERAIS,DIREITO,DIREITO,SUDESTE,MG,Português,8,Corpus 1,"O trabalho reconstrói o contexto genético da Petition of Right no século XVII, investigando seu sentido para os atores jurídicos do período (Coke, Selden, Charles I) e seu legado para a história constitucional, tratando o passado como objeto autônomo de conhecimento.",16
12,2001,Tese,Doutorado,"A formação e o desenvolvimento do conceito cristão de justiça na Idade Média, com ênfase na retributividade","O presente trabalho tem como principal justificativa a busca da determinação da influência cristã no direito moderno, com um profundo mergulho na história medieval. Atualmente, muito se estuda e se escreve sobre a história e a evolução do conceito de justiça, vide as obras: A idéia de justiça em Kant e A idéia de justiça em Hegel. No hodierno, a tendência de se relegar a Idade Média afirmando uma pseudo-obscuridade medieval (período das ""trevas"") já passou, e ninguém mais pode se esquecer de um período tão fecundo da história. No presente trabalho, a obscuridade medieval será ousadamente contestada, e afirmação de que na Idade Média os homens não progrediram cientificamente e nem culturalmente, será contrastada com um estudo de profundidade e dedicação à respeito dela.",Roberto Kalil Ferreira,JOAQUIM CARLOS SALGADO,UNIVERSIDADE FEDERAL DE MINAS GERAIS,DIREITO,DIREITO,SUDESTE,MG,Português,6,Corpus 1,"O trabalho mergulha na história medieval para reconstituir o conceito cristão de justiça em seus próprios termos, embora a justificativa declarada seja identificar influências no direito moderno, o que introduz alguma instrumentalização do passado.",16
13,2001,Dissertação,Mestrado,O Estado e o indivíduo: o conflito entre punir e libertar – história da presunção de inocência no Brasil (1948-2000).,"Estudo sobre o significado do princípio da presunção de inocência no Brasil a partir do exame da jurisprudência dos tribunais superiores entre os anos de 1948 e 2000, em cotejo com a história política pátria do mesmo período. Investiga o surgimento do preceito no marco do Estado moderno, no embate entre o direito de punir do Estado e o direito de liberdade do indivíduo. Identifica a presunção de inocência como o processo penal democrático, o que determina sua comunicação com os postulados políticos fundamentais que orientam a administração do poder e o Governo do Estado.",Mônica Ovinski de Camargo,Ela Wiecko Volkmer de Castilho,UNIVERSIDADE FEDERAL DE SANTA CATARINA,DIREITO,DIREITO,SUL,SC,Português,7,Corpus 1,"O trabalho examina a jurisprudência dos tribunais superiores em período histórico delimitado (1948-2000) em cotejo com a história política, tratando o passado jurídico com relativa autonomia; a delimitação temporal e o uso de fontes jurisprudenciais históricas são indicadores positivos, embora o resumo não mencione fontes primárias de arquivo.",18
14,2001,Dissertação,Mestrado,DAS SESMARIAS À PROPRIEDADE PRIVADA MODERNA: Fundamentos do Direito de Propriedade no Brasil,"A história do direito de propriedade no Brasil corresponde a um processo de ruptura em relação à propriedade sesmarial de natureza pública e condicionada por deveres como o de cultivo e morada habitual, cuja origem remonta à legislação agrária de D. Fernando I. de 1375, posteriormente incorporada às Ordenações do Reino. No período colonial, a legislação sesmarial amolda-se às exigências da economia baseada no latifúndio e na escravidão, mantendo, porém, sua forma essencialmente condicionada pelos deveres do cultivo, da medição e demarcação das terras, dentre outros...Na passagem para a forma jurídica absoluta e individual, poder exclusivo da vontade, etapas fundamentais foram, entre nós, a promulgação da Lei de Terras de 1850 - que afastou o fundamento do cultivo e procurou extremar o domínio público do particular - e a reforma hipotecária de 1864 - que sentou as bases para a organização registral e a concepção da transcrição como modo de aquisição da propriedade. Atende-se às exigências econômicas da absolutização e da mercantilização da terra, no contexto da introdução das relações capitalistas de produção no Brasil. Outro momento fundamental na conformação da mentalidade proprietária moderna é a elaboração da civilística brasileira acerca do direito de propriedade, em sua relação com as contribuições das escolas francesa e alemã sobre o tema.",LAURA BECK VARELA,JUDITH HOFMEISTER MARTINS-COSTA,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,DIREITO,DIREITO,SUL,RS,Português,7,Corpus 1,"O trabalho reconstitui o processo histórico da propriedade desde a legislação sesmarial portuguesa de 1375 até a civilística brasileira, analisando fontes normativas de época (Lei de Terras de 1850, reforma hipotecária de 1864) em seu contexto econômico e social. Há elementos de história do direito genuína, embora a orientação para os ""fundamentos"" do direito moderno sugira alguma instrumentalização dogmática.",21
15,2002,Dissertação,Mestrado,Entre a História e o Direito: o caráter episódico do Direito Internacional Penal. Um estudo sobre o episódio do Tribunal de Nurembergue e suas leituras na historiografia jurídica moderna,"Este é um estudo historiográfico sobre o primeiro Tribunal Internacional Penal existente, o Tribunal de Nurembergue de 1945/1946. Ele partiu da constatação de que são freqüentes, na historiografia jurídica, referências a este Tribunal como um tribunal antipositivista ou mesmo pós-positivista. Estas análises nos causaram estranheza, porque o positivismo é um movimento jurídico, sabidamente, ainda vital durante a década de 1940. Tudo indicava que estas interpretações não respeitavam a própria natureza contingencial de um Tribunal de 1945. Partimos, então, a conhecer o que poderíamos chamar de positivismo jurídico e quais as influências deste movimento sobre o pensamento do Direito Internacional e Penal no período imediatamente anterior a Nurembergue. Em seguida, empreendemos uma análise foucaultiana sobre os discursos que perpassaram Nurembergue (fontes secundárias que trouxeram depoimentos de seus idealizadores, legislação internacional que o antecedeu e o instituiu, etc). Nesta análise, encontramos, de fato, divergências entre algumas propostas do Tribunal e as do positivismo jurídico. Mas também encontramos convergências entre as características positivistas e algumas escolhas dos idealizadores de Nurembergue. Isto demonstrou que o Tribunal de Nurembergue não foi tão antipositivista quanto alegam alguns historiadores do Direito. Quanto ao pós-positivismo, empreendemos uma genealogia de suas propostas principais e percebemos que elas não estavam constituídas, como hoje estão, em 1945. Também não encontramos, nos discursos de Nurembergue, argumentos de natureza pós-positivista. No máximo, reconhecemos alguns discursos vindos da herança jusnaturalista, recebida através do neokantismo do entreguerras. Enfim, a arqueologia dos discursos que perpassaram o Tribunal de Nurembergue nos demonstrou que este não é um episódio que demonstra a superação do positivismo jurídico em matéria de Direito Internacional Penal e que as interpretações que o entendem dessa maneira não têm amparo historiográfico.",Natália Raquel Ribeiro Araújo,Marcelo Campos Galuppo,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,DIREITO,DIREITO,SUDESTE,MG,Português,9,Corpus 1,"Estudo historiográfico que emprega arqueologia e genealogia foucaultianas para reconstituir os discursos jurídicos do Tribunal de Nuremberg em seus próprios termos, questionando interpretações anacrônicas e tratando o passado como objeto autônomo de conhecimento.",24
16,2002,Dissertação,Mestrado,Las Prácticas Punitivas en El Siglo XIX Cubano. Control Penal Sobre La Población Esclava,"A dissertação apresentada remete a uma questão de extrema relevância para a história da escravidão nas Américas: o controle penal sobre a população escrava. Este estudo teve como objetivo essencial indagar quais foram as matrizes histórico-normativas que sustentaram as prática punitivas e de controle social desenvolvidas no século XIX em Cuba...A hipótese sugerida busca demonstrar que durante o processo de colonização cubano, a ilha foi submetida a mais abjeta exploração econômica, a uma tirania política cruel e metódica e, em conseqüência, a um controle penal encarniçado e exterminador que se amplia e consolida sobre a população escrava do século XIX, tendo por característica fundamental o afã do lucro e do enriquecimento da Coroa espanhola...O autor realiza um estudo exegético da legislação colonial, particularmente dos Códigos Negros, expressão dos cânones estabelecidos pela Coroa, dos fazendeiros e dos comerciantes da ilha. Este ordenamento jurídico integrou a arquitetura legislativa que validou os abusos e o potencial extermínio a que foram submetidos os escravos, tornando-se o elo visível, a representação do poder que pretendiam aparentar as classes dominantes. Daí sua eficácia como instrumento de castigo e dominação...A idéia de ""coisificação"" do escravo, interiorizada pelo imaginário escravista e imposta a força aos cativos, é desenvolvida na pesquisa como pivô essencial da estratégia colonial. Em conseqüência, o negro escravo é reconhecido como sujeito histórico difuso, desdenhado, esquecido e agredido em sua significação social. Para isso, se analisa o Direito Penal doméstico, fundado na prerrogativa conferida ao amo de castigar fisicamente seus escravos, assim como qualificar as faltas cometidas por aqueles. A violência foi pilar essencial da realidade colonial; se observa, então, a articulação do Direito Penal doméstico - impregnado de arbitrariedade e seletividade - com o Direito Penal público...É dedica ainda um espaço de investigação ao estudo dos castigos psicológicos e físicos sofridos pelos escravos e as diferentes sanções a eles impostas tanto no ambiente doméstico - engenhos, fazendas - como pelas estruturas judiciais. Soma-se a isso outros fatores como: a agudização das péssimas condições de vida e higiênico-sanitárias, a mortalidade infantil, o envelhecimento prematuro, e a baixa reprodução das negras escravas. E, por conseqüência, resultando em uma violenta reação dos escravos, traduzida em conspirações, revoltas e, inclusive, se reconhecendo o aborto da escrava como ato de rebeldia...Nesse sentido, as penas contrastam como instrumento de dominação social, em função da necessidade dos senhores de incrementar seus mecanismos disciplinadores, e os interesses relativos à lucratividade da administração da justiça. O corpo humano ""triunfa""como centro da repressão penal e único bem acessível e correcional do escravo...O sentido geral da pesquisa se fundamentou na articulação do Direito Penal com a História, onde se buscou reconstruir, da forma mais fiel possível, o clima de violência que marcava o dia-a-dia dos escravos rurais, de maneira muito semelhante ao que ocorria no Brasil do mesmo período histórico.",Oscar Luiz Moret Hernández,Nilo Batista,UNIVERSIDADE CÂNDIDO MENDES,DIREITO,DIREITO,SUDESTE,RJ,Português,9,Corpus 1,"O trabalho reconstrói as práticas punitivas e o controle penal sobre escravos no século XIX cubano a partir de fontes primárias (Códigos Negros, legislação colonial), tratando o passado como objeto autônomo com atenção às categorias jurídicas do período.",24
17,2002,Tese,Doutorado,A gênese do positivismo no Brasil.,"Este Trabalho pretende demonstrar como o positivismo jurídico surgio no Brasil de forma opressora, intolerante e em completo e total desrespeito aos povos que aqui viviam, às suas tradições e costumes. Enfim, ao seu direito informal, demonstrando, pois, qual a contribuição do bacharel nesse processo. ....	Buscaremos evidenciar a estreita relação entre a dogmática do direito vigente e a história do direito.....	Aliás, resta pacífico que se não conhecemos o direito do passado, não se compreende o direito do presente e não saberemos construir o direito do futuro.....	O direito positivo brasileiro nasceu sob o signo da opressão, da violência. Foi-nos imposto, transposto diretamente de Portugal.....	O modelo jurídico imposto pela Igreja e pelo Estado portugueses ao Brasil e às suas escolas será aqui estudado. Assim, o curriculum  ..acadêmico nos seus primeiros dias...	O produto dessa tal formação acadênica Brasileira aqui tratado é o bacharel, figura controvertida e até hoje com presença no Brasil...	 ..	Muito embora a temática central deste trabalho esteja voltada fundamentalmente para a história do direito,aspectos sociológicos e político  serão perfunctoriamente tratados, por imperiosa necessidade de visão integral dos problemas esgrimidos.....	O trabalho, que procura estudara nossa formação jurídica, principalmente o início do positivismo no Brasil, como limite no tempo, o fim da ""Escola do Recife"", mais ou menos meados de 20 do Século recém-findo. Todavia, nas conclusões fizemos profissão de fé em torno do direito novo e da  democracia que se pretende fazer no País.",Fernando José Pereira Araújo,Joao Mauricio Leitao Adeodato,UNIVERSIDADE FEDERAL DE PERNAMBUCO,DIREITO,DIREITO,NORDESTE,PE,Português,7,Corpus 1,"O trabalho investiga o surgimento do positivismo jurídico no Brasil colonial e imperial, analisando a formação acadêmica dos bacharéis e o modelo jurídico português imposto, com limite temporal até a Escola do Recife. Apesar de conclusões normativas finais, o objeto central é histórico e autônomo.",22
18,2002,Dissertação,Mestrado,"A Evolução Legislativa Face ao Concubinato: uma análise histórico-comparartiva do período Colonial, do Código Civil de 1917 na versão de Clóvis Bevilacqua e da Constituição da República Federativa do Brasil de 1988.","O tema escolhido é uma análise histórico-comparativa acerca do tratamento legislativo referente ao concubinato em três momentos históricos a saber: sob a égide das Ordenações do Reino de Portugal,  o Código Civil, na versão de Clóvis Bevilácqua, de 1917 e a Constituição da República Federativa do Brasil de 1988, com a respectiva regulamentação dos artigos da Magna Carta atinentes ao tema...Por tratar-se de um estudo atinente à ciência História do Direito, faz-se mister a utilização dos procedimentos metodológicos oriundos da História do Direito e História Social, conforme definidos e operacionalizados, entre outros autores, por Antônio Manoel Hespanha, Victor Tau Anzoategui e Arno Wehling...Além disso, pretende através do presente trabalho revelar a atitude da legislação ante a  família e ao concubinato, analisando as conseqüências sociais e jurídicas de eventual transgressão das normas em vigor sobre o assunto objeto de estudo, ou mesmo sobre aspectos relacionados, caso o concubinato não fosse regulado expressamente,  tendo sempre por foco os três momentos históricos, que têm como marco histórico-legislativo os diplomas legais aludidos...Seu objetivo principal é realizar uma análise histórico-comparativa acerca da atitude do legislação, nos três momentos históricos, ante ao concubinato, a fim de que se possa aquilatar o significado relativo ao aludido instituto na formação da família neste enfoque histórico, tendo sempre em vista as condições temporais e culturais de cada época, não se podendo olvidar da importância da influência empreendida pela Igreja Católica, não só no âmbito social como legislativo, no que diz respeito ao objeto de estudo...O presente estudo visa, partindo de uma moldura histórico legislativa, a possibilitar uma melhor compreensão do instituto do concubinato em seu aspecto histórico, de modo a viabilizar mudanças em prol da legislação atinente ao tema, em consonância com a realidade social, a fim de que se tenha como ideal de que a legislação atinente ao tema possa espelhar os anseios sociais pertinentes ao instituto, tendo como constante este feedback entre a norma jurídica  e os fatos sociais.",Cláudia Pires Scarpa Machado Lourenço,Arno Wehling,UNIVERSIDADE GAMA FILHO,DIREITO,DIREITO,SUDESTE,RJ,Português,7,Corpus 1,"O trabalho declara explicitamente o uso de metodologia de História do Direito e História Social (Hespanha, Wehling), analisa três períodos históricos em seus próprios termos culturais e legislativos. Contudo, o objetivo final de subsidiar mudanças legislativas contemporâneas introduz elemento dogmático que reduz a confiança.",23
19,2002,Dissertação,Mestrado,Considerações sobre a Justiça Federal no Brasil.,"Nosso objetivo, ao elaborar esta dissertação, foi no sentido de examinar a trajetória do Poder Judiciário durante todo o período republicano de nossa história política...Buscamos identificar, nesse período, os momentos de pleno exercício de suas atividades e aqueles momentos em que este exercício foi cerceado ou, de certa forma, dificultado...Para melhor realizar a missão a que nos propusemos, o caminho escolhido foi o de pesquisar os momentos que antecederam a promulgação de cada uma das Constituições e, em seus próprios textos, os dados que nos permitiram concluir, objetivamente, nossa tarefa...Procuramos, no decorrer do trabalho, dar ênfase a alguns desses períodos, por considerá-los instantes históricos de nossa vida republicana...Entendemos, igualmente, que deveríamos dispensar parte do trabalho ao desempenho de nossos Tribunais Superiores, onde, em última instância, a nação vê confirmados seus direitos e reafirmada sua legitimidade...Concluindo, dedicamos à Justiça Federal especializada, sua competência e sua estrutura a parte final desta dissertação.",Paulo Santos,Alberto Nogueira,UNIVERSIDADE GAMA FILHO,DIREITO,DIREITO,SUDESTE,RJ,Português,6,Corpus 1,"O trabalho examina a trajetória histórica do Poder Judiciário ao longo do período republicano, analisando constituições e momentos históricos sucessivos; porém a ausência de fontes primárias declaradas e a orientação descritivo-institucional limitam a confiança na classificação.",23
20,2003,Dissertação,Mestrado,A HISTÓRIA DO CASAMENTO,"Esta dissertação versa sobre a história do casamento. Seu objetivo é buscar a realidade jurídica e social, escondida em cada canto da história. Pesquisou-se parte da extensa e multidisciplinar bibliografia existente, com a intenção de trazer ao mundo jurídico, com simplicidade, um delineamento histórico acerca do instituto do casamento, levando-se em consideração os aspectos sociais, filosóficos, religiosos, psicológicos, históricos e legais, trazendo como resultado uma visão bem mais segura de como se construiu essa instituição, que tanto participa da vida das pessoas.....	Quando o assunto ""casamento"" é abordado, surgem inúmeras perguntas, que, por mais que se leia a literatura disponível, deixam a sensação de estarem mal respondidas, ou até mesmo sem respostas, motivando para que se coloque a seguinte indagação: ""Qual a verdade histórica sobre o casamento visto que não é contada com a clareza e profusão esperadas?"".....	Este estudo visa, especificamente, na medida do possível, estabelecer a possibilidade de comparações entre o caráter de mero instrumento do Estado para preservação e manutenção da ordem econômica, política, social e, até mesmo, pessoal, enquanto costume herdado de ancestrais distantes e recentes.....	Ao longo do curso de direito, tanto no bacharelado quanto no de pós-graduação e também, em várias discussões e leituras sobre a temática, chamou-nos a atenção a forma de colocação das definições e conceitos, propiciando um leque de alternativas para todos os gostos, deixando sempre dúvidas quanto ao processo evolutivo e as influências para o estágio atual. Daí a justificativa da nossa análise.....	Quanto ao aspecto teórico-metodológico, trata-se de uma monografia histórico-descritiva, tendo sido delimitado o tamanho da pesquisa em função da grande quantidade de obras existentes; parte considerável, informa-se, registra a repetição de conceitos e definições, que conduzem o pesquisador ao vago, pelo excesso de informações num mesmo sentido.",GLAUCIA LUNA MEIRA,Maria Helena Diniz,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,DIREITO,DIREITO,SUDESTE,SP,Português,5,Corpus 1,"O trabalho declara explicitamente objetivo histórico-descritivo sobre o instituto do casamento ao longo do tempo, buscando a ""verdade histórica"" com abordagem multidisciplinar; contudo, a ausência de menção a fontes primárias e o vínculo com o ""processo evolutivo"" até o estágio atual geram dúvida sobre se o passado é objeto autônomo ou antecedente do presente.",43
21,2003,Dissertação,Mestrado,"Controle penal, sexualidade, e pudor no positivismo criminológico brasileiro em fins do século XIX","A presente dissertação tem por escopo examinar a relação existente entre a ciência positiva, sobretudo em sua vertente criminológica, e a sexualidade, mais especificamente no tocante à incriminação das ações caracterizadas como violadas do pudor, na história das idéias jurídicas no Brasil. Por conta desse objetivo geral, o objeto de estudo terá como recorte temporal o período final do século XIX, sobretudo sua última década, e início do século XX- momento em que se intensifica a recepção do ideário positivista no Brasil...         Com efeito, o positivismo fornecerá argumentos sustentados em uma pretensão generalizada de cientificidade, a qual delineará um padrão comportamental adequado. Entretanto, se os indivíduos não se coadunarem ao modelo proposto, irão se enquadrar nas categorias estabelecidas pela escola criminologia positivista, se submetendo a todo tipo de rótulos e estigmatização...        Assim, os postulados do positivismo criminológico embasarão a percepção de que o      A presente dissertação tem por escopo examinar a relação existente entre a ciência positiva, sobretudo em sua vertente criminológica, e a sexualidade, mais especificamente no tocante à incriminação das ações caracterizadas como violadas do pudor, na história das idéias jurídicas no Brasil. Por conta desse objetivo geral, o objeto de estudo terá como recorte temporal o período final do século XIX, sobretudo sua última década, e início do século XX- momento em que se intensifica a recepção do ideário positivista no Brasil...         Com efeito, o positivismo fornecerá argumentos sustentados em uma pretensão generalizada de cientificidade, a qual delineará um padrão comportamental adequado. Entretanto, se os indivíduos não se coadunarem ao modelo proposto, irão se enquadrar nas categorias estabelecidas pela escola criminológica positivista, se submetendo a todo tipo de rótulos e estigmatização...         Assim, os postulados do positivismo criminológico embasarão a percepção de que o..Estado possui um papel na domesticação dos costumes, na limitação das opções sexuais individuais, na realização da utopia de um modelo ideal de comportamento, dentro de casa, na cidade, habitada por corpos pacíficos, sexualmente racionalizados. Embora, em outros momentos históricos, esse controle sobre o corpo, sobre a sexualidade, se apresentasse revestido de outros critérios e associado a outras categorias de poder, detentoras da hegemonia na sociedade. Essa genealogia do controle sexual, da moralidade será abordada de forma panorâmica, e uma abordagem genérica, a partir de uma análise foucaultiana.",Roberta Duboc Pedrinha,Nilo Batista,UNIVERSIDADE CÂNDIDO MENDES,DIREITO,DIREITO,SUDESTE,RJ,Português,9,Corpus 1,"Estuda o positivismo criminológico e a incriminação de condutas sexuais no Brasil do final do século XIX como objeto autônomo, com recorte temporal definido e abordagem historiográfica (genealogia foucaultiana, história das ideias jurídicas).",36
22,2003,Dissertação,Mestrado,História da polícia no Rio de Janeiro- 1808 a 1930: uma instituição a serviço das classes dominantes,"Ao longo da pesquisa pude verificar que as classes sociais que comandaram os processos de transição econômica, e os necessários desdobramentos políticos, organizaram e utilizaram as forças policiais ao longo do período examinado, objetivando manter um controle social adequado que permitisse a reprodução do capital, nas variadas formas que o mesmo tomou no curso do processo histórico brasileiro...           Desta forma, passei a descrever as instituições policiais que fizeram parte do controle social da vida brasileira ao longo dos últimos 200 anos, relacionado os capítulos aos períodos políticos pelos quais o país passou, procurando não perder de vista as razões econõmicas determinadas das diversas formas que a instituição policial tomou aolongo do tempo na cidade do Rio de Janeiro...           O primeiro capítulo, destinado a descortinar o nacimento das instituições policiais, é dividido em duas seções. Na primeira, concerte a atuação do poder de polícia nos tempos coloniais, verificamosque a institução policial organizada e uniformizada não existia, estando fundida ao aparelho legal e militar, e a função de vigilancia ficava a cargo dos chamados ""quadrilheiros"", inspetores de bairros designados pelos juízes, assumindo o Rio de Janeiro a primazia como metrópole em razão do desenvolvimento comercial da cidade. A segunda seção demonstra como a vinda da corte para a ciadade, incrementou a atividadeeconômoca e administrativa do Rio de Janeiro, ensejando desde de alogo a criação das primeiras instituições policiais organizadas: a Intendência Geral da Polícia da Corte e a Guarda Real de Polícia...          O segundo capítulo focaliza a atuação das instituições policiais no 1° Reinado, no período que vai de 1822 a 1831, destacando-se a eição Criminal de 1830, a questão das penas e das prisões imperiais e as primeiras medidas de censura das atividades culturais...         O terceiro capítulo enfoca o período regencial e suas conturbações poíticas, acarretando a extinção da Guarda Real de Polícia, e a implantação da Guarda Municipal Civíl que, ao lado da Guarda Nacional, representante dos interesses dos proprietários, foi a responsável pelo policiamento do Rio de Janeiro por algum tempo. Tais instituições não efetuaram a tarefa a contento, levando então à criação do Corpo de Guardas Municipais Permanente, de cunho militar, ascendente da atual Polícia Militar. Merece destaque nesta parte do trabalho a figura do Regente Feijó, responsável pelas reformulações das instituições de controle social da época, bem como pela edição do código de processo criminal de 1832...        O quarto capítulo compreende a reforma do Código de Processo Criminal, ocorrida no 2º Reinado, e que vai comportar modificações no modo de agir das instituições policiais, configurando um aumento de poder do aparato policial, derivado das turbulências ocorridas no período regencial. A questão da capoeira como problema de segurança pública também é analisada nesta parte...       O quinto capítulo encerra as mutações do aparelho repressor do Estado no início do período republicano, escudado no ""cientifização""  da polícia e na teoria lombrosiana, com especial enfoque na Conferência Judiciária-Policial de 1917, que constituiu-se num marco do pensamento repressor das classes dominantes face ao crescimento do movimento operário que se opunha à ordem burguesa. Além deste ponto, são demonstrados os mecanismos informais que permeiam a ação policial do início da República, e que se perpetuam até os dias de hoje.",Marcos David Salem,Nilo Batista,UNIVERSIDADE CÂNDIDO MENDES,DIREITO,DIREITO,SUDESTE,RJ,Português,10,Corpus 1,"Reconstitui a história das instituições policiais no Rio de Janeiro entre 1808 e 1930 como objeto central, com periodização histórica precisa, análise de legislação de época e diálogo com história social.",36
